name,file,result,python_modules,duration,passed
1705235,output_data_3.7.yml,failed,IPython;numpy;scikit-learn,124.220,False
1707483,output_data_2.7.yml,success,boto;boto3;django,17.660,True
1710122,output_data_2.7.yml,success,flask;python-memcached;werkzeug,91.410,True
1714d2952c09b96ba2d8777f1cbf9de1,output_data_2.7.yml,success,beautifulsoup4;dnspython;requests;tabulate,43.280,True
1715202,output_data_2.7.yml,failed,django,135.330,False
1716699,output_data_3.8.yml,failed,image;pygobject,37.670,False
1720032,output_data_2.7.yml,success,boto;python-cloudfiles,18.720,True
1722150,output_data_3.8.yml,failed,maya;pyqt4;sip,74.710,False
1722465,output_data_2.7.yml,failed,django;polib,166.410,False
1722663,output_data_3.8.yml,failed,Pillow,122.620,False
1727204,output_data_2.7.yml,success,django-haystack;whoosh,17.940,True
1728255,output_data_3.8.yml,failed,gevent;geventwebsocket;pyramid,78.080,False
